name_en,name_ar,gender
Elinor,,female
Elinore,,female
Eliot,,male
Elisa,,female
Elisabeth,,female
Elise,,female
Eliseo,,male
Elisha,العشا,female
Elissa,,female
Eliza,العزة,female
Elizabet,,female
Elizabeth,إليزابيث,female
Elizah,,male
Elizbeth,,female
Elizebeth,,female
Ell,,male
Ella,,male
Ellamae,,female
Ellar,,female
Elle,,female
Ellen,,male
Eller,,female
Ellery,,male
Elliana,,female
Ellie,,male
Elliot,,male
Elliott,,male
Ellis,,male
Ellison,,male
Ellsworth,,male
Ellwood,,male
Ellyn,,female
Elma,علما,female
Elmer,,male
Elmina,,female
Elmira,الميرا,female
Elmire,,female
Elmo,,male
Elmore,,male
Elmyra,,female
Elna,,female
Elnaz,النز,female
Elnora,,female
Elodie,,female
Elois,,female
Eloisa,,female
Eloise,,female
Elon,,male
Elonzo,,male
Elouise,,female
Eloy,,male
Elroy,,male
Elsa,السى,female
Elsana,السنة,female
Else,,female
Elsie,,male
Elsworth,,male
Elta,,female
Elton,,male
Elva,,male
Elvera,,female
Elvia,,female
Elvie,,male
Elvin,,male
Elvina,,female
Elvira,,female
Elvis,,male
Elwanda,,female
Elwin,,male
Elwood,,male
Elwyn,,male
Ely,,male
Elyse,,female
Elyssa,,female
Elza,,male
Elzada,,female
Elzie,,male
Elzy,,male
Ema,,female
Emaan,إيمان,female
Emad,عماد,male
Emaline,,female
Eman,إيمان,female
Emanuel,,male
Emelia,,female
Emelie,,female
Emeline,,female
Emely,,female
Emerald,,female
Emerson,,male
Emery,,male
Emett,,male
Emil,,male
Emile,,male
Emilee,,female
Emilia,,female
Emiliano,,male
Emilie,,female
Emilio,,male
Emily,إيميلي,female
Emir,عمير,male
Emit,,male
Emma,إِيْمَاء,female
Emmalee,,female
Emmaline,,female
Emmanuel,,male
Emmer,,female
Emmet,,male
Emmett,,male
Emmie,,female
Emmit,,male
Emmitt,,male
Emmons,,male
Emmy,,female
Emna,امنة,female
Emogene,,female
Emory,,male
Emran,عمران,male
Emry,,male
Ena,,female
Encarnacion,,male
Enid,,female
Ennis,,male
Enoch,,male
Enola,,female
Enos,,male
Enrico,,male
Enrique,,male
Enriqueta,,female
Enzo,,male
Eola,,female
Ephraim,,male
Ephram,,male
Ephriam,,male
Epifanio,,male
Eppie,,female
Epsie,,female
Era,,female
Eraj,إيراج,male
Erasmo,,male
Erasmus,,male
Erastus,,male
Erby,,male
Erdogan,إردوغان,male
Ereshva,ارشفة,female
Eric,,male
Erica,,female
Erich,,male
Erick,,male
Ericka,,female
Erie,,male
Erik,,male
Erika,,female
Erin,,male
Erina,إيرينى,female
Eris,,female
Erla,,female
Erland,,male
Erle,,male
Erlene,,female
Erlinda,,female
Erline,,female
Erling,,male
Erma,,female
Ermina,رمينا,female
Ermine,,female
Erna,,female
Ernest,,male
Ernestina,,female
Ernestine,,female
Ernesto,,male
Ernie,,male
Ernst,,male
Erol,إيرل,male
Errol,,male
Erum,إرم,female
Ervin,,male
Erving,,male
Erwin,,male
Erykah,,female
Eryn,,female
Esa,عسى,male
Esam,عصام,male
Esau,,male
Esco,,male
Esequiel,,male
Esfand,اسفند,male
Esfandiar,اسفنديار,male
Eshaal,إشعال,female
Eshaan,عشان,male
Eshal,إسهال,female
Eshan,عشان,male
Eshaq,عشاق,male
Eshmaal,شمال,male
Esita,عصيت,female
Esker,,male
Esley,,male
Esmaeel,إسماعيل,male
Esmail,إسماعيل,male
Esmeralda,,female
Esperanza,,female
Essa,عسى,male
Essam,عصام,male
Essence,,female
Essex,,male
Essie,,male
Esta,,male
Esteban,,male
Estefani,,female
Estefania,,female
Estefany,,female
Estel,,male
Estela,,female
Estell,,male
Estella,,female
Estelle,,female
Ester,,male
Estes,,male
Estevan,,male
Esther,,male
Estie,,female
Estill,,male
Eston,,male
Estrella,,female
Etemad,تمد,female
Etha,,female
Ethan,,male
Ethel,,male
Ethelbert,,male
Ethelene,,female
Ethelyn,,female
Ethen,,male
Ether,,female
Ethie,,female
Ethyl,,female
Ethyle,,female
Etimad,اتعمد,female
Etizaaz,تعزز,male
Etna,,female
Etta,,female
Etter,,female
Ettie,,female
Ettifaq,إتفاق,male
Eudora,,female
Eugene,,male
Eugenia,,female
Eugenie,,female
Eugenio,,male
Eula,,male
Eulah,,female
Eulalia,,female
Eulalie,,female
Euna,,female
Eunice,,male
Euphemia,,female
Eura,,female
Eusebio,,male
Eustace,,male
Eva,إيفا,female
Evalena,,female
Evaline,,female
Evalyn,,female
Evan,,male
Evander,,male
Evangelina,,female
Evangeline,,female
Evans,,male
Eve,,female
Evelena,,female
Evelin,,female
Evelina,,female
Eveline,,female
Evelyn,,male
Evelyne,,female
Ever,,female
Everet,,male
Everett,,male
Everette,,male
Evert,,male
Evertt,,male
Evette,,female
Evia,,female
Evie,,female
Evita,,female
Evon,,female
Evonne,,female
Ewald,,male
Ewart,,male
Ewazi,عوزي,male
Ewell,,male
Ewin,,male
Ewing,,male
Exa,,female
Exie,,female
Eyad,إياد,male
Eyazi,إيزي,male
Ezaz,ازاز,male
Ezekiel,,male
Ezell,,male
Ezequiel,,male
Ezra,,male
Ezzah,عزاه,female
Ezzard,,male
Faadhil,فاضل,male
Faadilah,فاضله,female
Faadl,فاضل,male
Faaeq,فاق,male
Faahim,فاهم,male
Faahima,فاهمة,female
Faaiq,فايق,male
Faaiz,فايز,male
Faaiza,فايزة,female
Faaizah,فايزه,female
Faakhir,فاخر,male
Faakhira,فاخرة,female
Faakhiree,فاخر,male
Faakih,فاقه,male
Faakihah,فاكهه,female
Faakirah,فاكره,female
Faalan,فالان,male
Faariah,فاره,female
Faariha,فارعها,female
Faarihah,فارهة,female
Faariq,فارق,male
Faariqah,فارقه,female
Faaris,فارس,male
Faarooq,فاروق,male
Faateh,فاتح,male
Faatih,فاتح,male
Faatihah,فاتحه,female
Faatin,فاتن,female
Faatina,فاتنة,female
Faatir,فاطر,male
Faaz,فاز,male
Faazil,فظل,male
Faazila,فظل,female
Fabian,,male
Fabil,فبل,male
Fabiola,,female
Fadah,فداه,female
Fadee,فاضي,male
Fadeelah,فضيلة,female
Fadel,فاضل,male
Fadheela,فضيلة,female
Fadhiil,فضيل,male
Fadhila,فضيلة,female
Fadhl,فضل,male
Fadhlullah,فضللله,male
Fadi,فاضي,male
Fadia,فاضية,female
Fadil,فاضل,male
Fadila,فضيلة,female
Fadilah,فضيلة,female
Fadiya,فاضية,female
Fadiyah,فاضيه,female
Fadl,فضل,male
Fadl-Allah,فضللله,male
Fadlallah,فضللله,male
Fadlullah,فضللله,male
Fadwa,فدوى,female
Fadwah,فدوه,female
Fady,فاضي,male
Fadyaa,فاديا,female
Fae,,female
Faeezah,فايزه,female
Faekah,فقه,female
Faeq,فائق,male
Faghir,فغير,male
Faghira,فغير,female
Fahad,فهد,male
Fahada,فهدا,female
Fahadah,فهده,female
Faham,فهم,male
Fahama,فهما,female
Fahd,فهد,male
Fahdah,فهده,female
Fahdi,فهد,male
Fahduddin,فهددن,male
Fahdullah,فهدلله,male
Faheem,فهيم,male
Faheema,فهيمة,female
Faheemah,فهيمه,female
Fahemah,فاهمه,female
Fahhaam,فهام,male
Fahhaamat,فهمت,female
Fahhama,فهما,female
Fahid,فهيد,male
Fahiim,فهيم,male
Fahim,فاهم,male
Fahima,لتي,male
Fahimah,فهيمه,female
Fahimat,فهمت,female
Fahis,فحص,male
Fahisa,فاحصة,female
Fahkir,فحقير,male
Fahm,فاهم,female
Fahmara,فهمرا,female
Fahmat,فهمت,female
Fahmawi,فحماوي,male
Fahmedah,فيحمده,female
Fahmee,فهمي,male
Fahmeeda,فحمد,female
Fahmeedah,فيحمده,female
Fahmi,فهمي,male
Fahmida,فحمد,female
Fahmideh,فيحمده,female
Fahmun,فهمون,male
Fahyim,فهيم,male
Faid,فائض,male
Faida,فائدة,female
Faih,فيه,male
Faiha,فيها,female
Faihaa,فيها,female
Faihah,فيهه,female
Faihami,فيهم,male
Faihan,فيها,male
Faik,فائق,male
Faiq,فائق,male
Faiqa,فائقة,female
Faiqah,فائقه,female
Fairooza,فيروزة,female
Fairoz,فيروز,male
Fairoze,فيروز,male
Fairuz,فيروز,female
Fairuza,فيروزة,female
Fairuzah,فيروزة,female
Fairy,,female
Faisal,فيصل,male
Faishal,فيسهل,male
Faitah,فتح,male
Faitahah,فتحه,female
Faith,,female
Faiyaz,فايز,male
Faiz,فايز,male
Faiz-E-Rabbani,فايزربن,male
Faiza,فيزا,female
Faizaan,فزان,male
Faizah,فايزه,female
Faizan,فيزا,male
Faizee,فايز,female
Faizeen,فايزين,male
Faizel,فيظل,male
Faizi,فايز,male
Faizia,فيزيا,female
Faizul-Anwar,فازلينور,male
Faizullah,فعزله,male
Faizunnisa,فيزيونيصا,female
Faizurrahman,فذرهما,male
Fajaruddin,فجردن,male
Fajer,فجر,male
Fajr,فجر,male
Fajruddin,فجردن,male
Fakeeaha,فقيها,female
Fakeeh,فقيه,male
Fakeehah,فقيهة,female
Fakhar,فخر,male
Fakhar-Ud-Dawlah,فخرددولة,male
Fakhar-Uddin,فخردن,male
Fakharul-Islam,فخرلسلم,male
Fakhir,فخير,male
Fakhira,فاخرة,female
Fakhirah,فاخره,female
Fakhiri,فخري,male
Fakhitah,فاخته,female
Fakhr,فاخر,male
Fakhr-Al-Din,فخرالدين,male
Fakhr-Jahan,فأخرجها,female
Fakhr-Ud-Dawlah,فخرددولة,male
Fakhr-Ud-Din,فخرددن,male
Fakhra,فخرا,female
Fakhri,فخري,female
Fakhriya,فخرية,female
Fakhriyah,فخريه,female
Fakhriyya,فخرية,female
Fakhrjahan,فأخرجها,male
Fakhruddin,فخردن,male
Fakhrul,فخرل,male
Fakhry,فخري,male
Fakhta,فاختة,female
Fakhtah,فاخته,female
Fakih,لتي,male
Fakiha,فاكهة,female
Fakihah,فاكهه,female
Fakira,فقيرة,female
Falah,فلاح,male
Falahah,فالحه,female
Falahat,فلاحة,female
Falak,فلك,female
Falakara,فلكر,female
Falaki,فلكي,female
Falaknaz,فالقناز,female
Falaq,فالق,female
Faleeh,فعليه,male
Faleehah,فالحه,female
Falih,فعليه,female
Faliha,فعليها,female
Falihah,فالحه,female
Falihi,فعليه,male
Falina,فالعين,female
Faliq,فالق,male
Falisha,فالعيش,female
Fallah,فلله,male
Fallon,,female
Falon,,female
Falooh,فلوه,male
Famida,فمضى,female
Famya,فمي,female
Fanan,فنان,female
Fani,فاني,male
Fania,فنية,female
Fanila,فانيلا,female
Fannan,فنان,male
Fannana,فنانة,female
Fannie,,male
Fanny,,female
Fannye,,female
Faouzi,فوزي,male
Faoz,فوز,male
Faqeed,فقيد,male
Faqeeh,فقيه,male
Faqeeha,فقيها,female
Faqeer,فقير,male
Faqih,فقيه,male
Faqiha,فقيها,female
Faqiih,فقيه,male
Faqir,فقير,male
Faqirah,فقيره,female
Fara,فرى,female
Faraaid,فرايد,female
Faraal,فريال,female
Faraasat,فراسة,male
Faraaz,فراز,male
Farafisa,فرافيصا,female
Farag,فرج,male
Farah,فرح,female
Farahaat,فرحات,male
Farahan,فرحان,male
Farahat,فرحات,female
Farahdokht,فرحدخة,female
Farahmand,فارحمند,male
Farahnaz,فرحناز,female
Farahnoush,فرحنش,female
Farahrouz,فرحرز,female
Farahzad,فرحزد,female
Faraj,فرج,male
Farajuddin,فارجودن,male
Farajullah,فارجولله,male
Farakh,فراقه,female
Faramarz,فرمرز,male
Faramorz,فرمرز,male
Faranah,فرنة,female
Farangis,فرينجز,female
Faraqlit,فرقلة,male
Faras,فرس,female
Farasah,فرصه,female
Farasat,فرست,male
Farashah,فراشه,female
Faraz,فرز,female
Faraza,فرز,female
Farazdaq,فرزدق,male
Farbad,فربد,male
Farboud,فربد,male
Farbud,فربد,male
Fard,فرض,male
Fardain,فاردين,male
Fardan,فردان,female
Fardanah,فردانة,female
Fardeen,فاردين,male
Fardun,فيردون,male
Fare,فار,male
Farea,فري,female
Fareea,فاريا,female
Fareed,فريد,male
Fareeda,فريدة,female
Fareedah,فريده,female
Fareedokht,فريدخة,female
Fareefta,فعرفت,female
Fareeha,فريحة,female
Fareeman,فريمان,male
Fareen,فارين,female
Fareenaa,فارينا,female
Fareeq,فريق,male
Farees,فارس,male
Fareess,فارس,female
Fareh,فرح,male
Farehan,فرحان,male
Fares,فارس,male
Farha,فرحة,female
Farhaa,فرحا,female
Farhaat,فرحات,male
Farhad,فرهاد,male
Farhah,فرحه,female
Farhal,فارحل,male
Farham,فارحم,male
Farhan,فرحان,male
Farhana,فرحانة,female
Farhanah,فرحانه,female
Farhand,فرحاند,male
Farhang,فرحانج,male
Farhannah,فرحانه,female
Farhat,فرحات,female
Farhatah,فرحته,female
Farhatullah,فرحتلله,male
Farheen,فرحين,female
Farhi,فرحي,female
Farhina,فرحنا,female
Farhiya,فرحي,female
Farhiyyan,فرحين,male
Fari,فري,male
Faria,فرية,female
Fariah,فريح,female
Fariba,فرب,female
Fariborz,فريبورز,male
Farid,فريد,female
Farid-Uddin,فرددن,male
Farida,فريدة,female
Faridaa,فريدا,female
Faridah,فريده,female
Faridun,فريدون,male
Farih,فرح,male
Fariha,فريحة,female
Farihah,فريحه,female
Farihat,فريحة,female
Fariishta,فرشت,male
Farimaa,فارما,female
Farimah,فرماه,female
Farimehr,فرمهر,female
Farin,فارين,female
Farinaz,فرينز,female
Farinoush,فرنش,female
Fariq,فريق,male
Farique,فريق,male
Faris,فارس,male
Farisaa,فريسة,female
Farisha,فرشة,female
Farishta,فرشت,female
Farivar,فرفر,male
Farivash,فرفش,female
Fariz,فريز,male
Fariza,فريزا,female
Farizah,فرزه,female
Farjad,فرجد,male
Farjam,فارجم,male
Farkhanda,فرخندة,female
Farkhandah,فرخندة,female
Farkhondah,فرخندة,female
Farman,فرمان,male
Farmanullah,فرمانلله,male
Farnad,فرند,male
Farnam,فرنم,male
Farnaz,فرنز,female
Farniya,فأرني,female
Farnoud,فرند,male
Farokh,فروخ,female
Faron,,male
Farood,فروض,male
Farookh,فروخ,male
Farooq,فاروق,male
Farouk,فاروق,male
Faroukh,فروخ,male
Farqad,فرقد,male
Farrad,فرد,male
Farradah,فرضه,female
Farrah,فرح,female
Farrahah,فرحه,female
Farraj,فرج,male
Farrajah,فرجه,female
Farrajuddin,فارجودن,male
Farras,فارس,male
Farrell,,male
Farris,,male
Farrokh,فروخ,female
Farrokhnaz,فرخنز,female
Farrokhzad,فرقهزد,male
Farrooh,فروح,male
Farrukh,فروخ,male
Farsad,فرزد,male
Farshad,فأرشد,male
Farsheed,فأرشد,male
Farshidah,فأرشدة,female
Fartash,فيرتش,male
Faruq,فاروق,male
Farvardin,فرفردن,female
Farwa,فروع,female
Farwah,فرواه,female
Farwan,فروان,male
Farya,فاريا,female
Faryal,فريال,female
Faryar,فرير,male
Faryat,فريت,female
Farzad,فرزد,male
Farzam,فرزم,male
Farzan,فرزان,female
Farzana,فرزان,female
Farzanah,فرزانة,female
Farzaneh,فرزانه,female
Farzeen,فرز,female
Farzin,فرزن,female
Fasahat,فصاحت,male
Faseeh,فسيح,male
Faseehah,فصيحه,female
Faseelah,فصيله,female
Fashih,فصحيح,male
Fasih,فسيح,male
Fasih-Ur-Rahman,فسيحررهما,male
Fasiha,فصيحة,female
Fasikh,فسيخ,male
Fasiya,فاسي,female
Fastiq,فستق,male
Fatan,فتن,male
Fatat,فتاة,female
Fate,,male
Fateem,فطيم,female
Fateemah,فطيمه,female
Fateemat,فطيمة,female
Fateen,فطين,male
Fateenah,فاتنه,female
Fateh,فتح,male
Fatema,فاطمة,female
Faten,فاتن,female
Fath,فتح,male
Fathan,فاذا,male
Fatheha,فتحها,female
Fathi,فتحي,male
Fathia,فاذا,female
Fathima,فثمة,female
Fathiya,فتحية,female
Fathiyah,فظيعه,female
Fathiyya,فتحية,female
Fathiyyaa,فتحيا,female
Fathiyyaat,فظيعة,female
Fathiyyah,فظيعه,female
Fathuddin,فتحدين,male
Fathullah,فاذلله,male
Fatih,فاتح,male
Fatiha,فتيحة,female
Fatihah,فتيحه,female
Fatihi,فتيحي,male
Fatik,فاتك,male
Fatim,فطيم,female
Fatima,فاطمة,female
Fatimaa,فاطيما,female
Fatimah,فاطمه,female
Fatin,فاتن,female
Fatina,فتنة,female
Fatinah,فاتنه,female
Fatiriyyah,فطريه,female
Fatma,فاطمة,female
Fatnan,فاتنا,male
Fatooh,فتوح,male
Fatoom,فطوم,female
Fattah,فتاح,male
Fattahah,فتحه,female
Fattan,فاتن,male
Fattana,فتنة,female
Fattooh,فتوح,male
Fattuhah,فتحه,female
Fattumah,فاطمه,female
Faudel,فضل,male
Fauhad,فهد,male
Fauqiyah,فقيه,female
Faustino,,male
Fauz,فوز,female
Fauzaan,فوزان,male
Fauzi,فوزي,male
Fauzia,فوزية,female
Fawad,فواد,male
Fawaid,فوائد,male
Fawaz,فواز,male
Fawha,فوهة,female
Fawiz,فوز,male
Fawn,,female
Fawwaz,فواز,male
Fawwazaa,فوزا,female
Fawz,فوز,female
Fawza,فوزى,female
Fawzah,فوزه,female
Fawzan,فوزان,male
Fawzi,فوزي,male
Fawzia,فوزية,female
Fawziya,فوزية,female
Fawziyah,فوزيه,female
Fawziyya,فوزية,female
Fawziyyaa,فوزية,female
Fawziyyah,فوزيه,female
Fawzy,فوزي,female
Fay,في,male
Fayaaz,فايز,male
Fayad,فياض,male
Faycal,فيكل,male
Fayd,فيض,male
Faye,,female
Fayek,فيك,male
Fayette,,male
Fayha,فيها,female
Fayid,فيض,male
Fayiz,فايز,male
Fayizah,فايزه,female
Fayona,فينا,female
Fayrooz,فيروز,male
Fayruz,فيروز,male
Faysal,فيصل,male
Fayyad,فياض,male
Fayyadh,فايده,male
Fayyah,فيه,female
Fayyaz,فايز,male
Fayyaza,فايزة,female
Fayza,فايزة,female
Fayzan,فيزا,male
Fayzul-Haq,فيزولهق,male
Faza,فاذا,female
Fazal,فزال,male
Fazalah,فعزله,male
Fazan,فزان,male
Fazar,فزار,female
Fazeel,فظل,male
Fazeela,فظل,female
Fazeelah,فعزله,female
Fazeelat,فظلت,female
Fazeen,فزين,female
Fazia,فاذا,female
Fazil,فظل,male
Fazila,فظل,female
Faziuddin,فزيدن,male
Fazl,فظل,male
Fazle-Ilahi,فظلله,male
Fazle-Mawla,فظلمولا,male
Fazle-Rab,فازلرب,male
Fazle-Rabbi,فازلرب,male
Fazle-Rabi,فازلرب,male
Fazlehaq,فعزلهق,male
Fazleilahi,فظلله,male
Fazli,فظل,male
Fazluddin,فازلدن,male
Fazlullah,فازللله,male
